"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","A02","A02[other]","A022","A022[other]","A01","A03","A04","A08","A08[other]","A05","A05[other]","A06","A06[other]","A07","A07[other]","A09","A09[other]","B01","B02","B03","B04","B05","B06","B07","B08","C01","D01[SQ001]","D01[SQ002]","D01[SQ003]","D01[SQ004]","D01[SQ005]","D01[SQ006]","D01[SQ007]","D01[SQ008]","D01[SQ009]","D01[SQ010]","D01[SQ011]","D01[SQ012]","D01[SQ013]","D01[SQ014]","D01[SQ015]","D01[SQ016]","D01[SQ017]","D01[SQ018]","D01[SQ019]","D01[SQ020]","D01[SQ021]","D01[SQ022]","D01[SQ023]","E01[SQ001]","E01[SQ002]","E01[SQ003]","E01[SQ004]","E01[SQ005]","E01[SQ006]","E01[SQ007]","E01[SQ008]","E01[SQ009]","E01[SQ010]","E01[SQ011]","E01[SQ012]","E01[SQ013]","E01[SQ014]","F01","F02","F03","F04[SQ001]","F04[SQ002]","F04[SQ003]","F04[SQ004]","F04[SQ005]","F04[SQ006]","F04[SQ007]","F04[SQ008]","F04[SQ009]","F04[SQ011]","F04[other]","G01[SQ001]","G01[SQ002]","G01[SQ003]","G01[SQ004]","G01[SQ005]","G01[SQ006]","G01[SQ007]","G01[SQ008]","G01[SQ009]","G01[SQ010]","G01[SQ011]","H01[SQ001]","H01[SQ002]","H01[SQ003]","H01[SQ004]","H01[SQ005]","H01[SQ006]","H01[SQ007]","H01[SQ008]","H01[SQ009]","H01[SQ010]","H01[SQ011]","H01[SQ012]","H01[SQ013]","H01[SQ014]","H01[SQ015]","H01[SQ016]","H01[SQ017]","H01[SQ018]","H01[SQ019]","H01[SQ020]","H01[SQ021]","H01[SQ022]","H01[SQ023]","I01[SQ001]","I01[SQ002]","I01[SQ003]","I01[SQ004]","I01[SQ005]","I01[SQ006]","I01[SQ007]","I01[SQ008]","II01[SQ001]","II01[SQ002]","II01[SQ003]","II01[SQ004]","II01[SQ005]","II01[SQ006]","II01[SQ007]","II01[SQ008]","II01[SQ009]","II01[SQ010]","II01[SQ011]","II01[SQ012]","J01[SQ001]","J01[SQ002]","J01[SQ003]","J01[SQ004]","J01[SQ005]","J01[SQ006]","J01[SQ007]","K01[SQ001]","K01[SQ002]","K01[SQ003]","K01[SQ004]","K01[SQ005]","K01[SQ006]","K01[SQ007]","K01[SQ008]","K01[SQ009]","K01[SQ010]","K01[SQ011]","K01[SQ012]","K01[SQ013]","K01[SQ014]","K01[SQ015]","K01[SQ016]","K01[SQ017]","K01[SQ018]","K01[SQ019]","K01[SQ020]","K01[SQ021]","L01[SQ001]","L01[SQ002]","L01[SQ003]","L01[SQ004]","L01[SQ005]","L01[SQ006]","L01[SQ007]","L02[SQ001]","L02[SQ002]","L02[SQ003]","L02[SQ004]","L02[SQ005]","L02[SQ006]","L02[SQ007]","L02[SQ008]","L03[SQ001]","L03[SQ002]","L03[SQ003]","L03[SQ004]","L03[SQ005]","L03[SQ006]","L03[SQ007]","L03[SQ008]","L04[SQ001]","L04[SQ002]","L04[SQ003]","L04[SQ004]","L04[SQ005]","L04[SQ006]","L04[SQ007]","L04[SQ008]","L04[SQ009]","L04[SQ010]","M01","M02","M03","M03[other]","M04","M05","M05[other]","M06","M07","M07[other]","M08","LL01[SQ001]","LL01[SQ002]","LL02[SQ001]","LL02[SQ002]","LL03[SQ001]","LL03[SQ002]","LL04[SQ001]","LL04[SQ002]","LL05[SQ001]","LL05[SQ002]","LL06[SQ001]","LL06[SQ002]","LL07[SQ001]","LL07[SQ002]","LL08[SQ001]","LL08[SQ002]","LL09[SQ001]","LL09[SQ002]","LL10[SQ001]","LL10[SQ002]","N01","N01[other]","N02","N02[other]","N03","N032","N033","N034","N034[other]","N04","N08","N05","N06","N07","interviewtime","groupTime5405","A02Time","A022Time","A01Time","A03Time","A04Time","A08Time","A05Time","A06Time","A07Time","A09Time","groupTime5406","B01Time","B02Time","B03Time","B04Time","B05Time","B06Time","B07Time","B08Time","groupTime5407","C01Time","groupTime5408","D01Time","groupTime5409","E01Time","groupTime5418","F01Time","F02Time","F03Time","F04Time","G01Time","groupTime5411","H01Time","groupTime5412","I01Time","groupTime5419","II01Time","groupTime5413","J01Time","groupTime5414","K01Time","groupTime5415","L01Time","L02Time","L03Time","L04Time","groupTime5416","M01Time","M02Time","M03Time","M04Time","M05Time","M06Time","M07Time","M08Time","groupTime5649","LL01Time","LL02Time","LL03Time","LL04Time","LL05Time","LL06Time","LL07Time","LL08Time","LL09Time","LL10Time","groupTime5417","N01Time","N02Time","N03Time","N032Time","N033Time","N034Time","N04Time","N08Time","N05Time","N06Time","N07Time"
"1535","2023-04-21 08:48:26","15","fr","1732459536","2023-04-21 08:17:17","2023-04-21 08:48:26","A2","","A2","","2004-02-24 00:00:00","178","76","A1","","A2","","","","A2","","A6","","A4","A4","A4","","","","A4","A4","A3","A3","A4","A2","A2","A4","A4","A4","A2","A2","A2","A4","A4","A3","A4","A3","A2","A4","A4","A4","A4","A4","A4","A2","A4","A2","A4","A4","A5","A5","A2","A2","A2","A2","A4","A3","A4","A4","A1","A3","A3","","Y","","Y","Y","","","","","","","A5","A5","A5","A3","A2","A1","A4","A1","A1","A1","A1","A4","A4","A3","A1","A2","A4","A2","A5","A2","A5","A1","A4","A2","A3","A4","A5","A3","A1","A1","A4","A4","A4","A3","A1","A2","A3","A2","A4","A4","A2","A3","A1","A1","A1","A5","A1","A1","A5","A1","A1","A5","A2","A2","A4","A2","A2","A2","A2","A2","A3","A2","A3","A3","A4","A3","A3","A3","A1","A2","A3","A3","A2","A4","A3","A3","A3","A2","A3","A4","A4","A4","A4","A4","A1","A3","A2","A1","A3","A3","A2","A3","A2","A1","A1","A3","A1","A5","A3","A1","A3","A2","A4","A1","A1","A4","A3","A4","A4","A2","A2","A1","A3","A2","A2","A2","","","","","","","","","","","","A1","A1","","","A1","","A1","","A1","A1","","","A1","A2","","","A2","A1","","A1","","A1","","A4","Y","","","","A1","83140","","A2","","1878.13","81.91","","","","","","","","","","","76.08","","","","","","","","","29.51","","158.19","","174.65","","170.7","","","","","","173.17","","70.88","","118.81","","64.74","","157.67","","265.7","","","","","15.67","","","","","","","","","224.27","","","","","","","","","","","96.18","","","","","","","","","","",""
"1536","2023-04-21 08:50:02","15","fr","1560116015","2023-04-21 08:17:17","2023-04-21 08:50:02","A2","","A2","","2004-03-12 00:00:00","171","60","A1","","A2","","","","A2","","A6","","A4","A2","A2","","","","A3","A10","A3","A3","A3","A2","A4","A3","A3","A3","A2","A3","A4","A4","A2","A3","A4","A3","A3","A2","A3","A2","A3","A2","A3","A3","A2","A3","A4","A2","A2","A3","A3","A4","A3","A2","A2","A2","A2","A2","A1","A4","A11","","Y","","","Y","","","","","","","A5","A2","A2","A4","A1","A3","A2","A4","A3","A3","A2","A3","A4","A4","A2","A3","A3","A3","A4","A1","A4","A1","A4","A1","A5","A5","A5","A1","A1","A1","A4","A4","A4","A4","A4","A2","A4","A5","A2","A4","A4","A3","A1","A1","A3","A3","A1","A2","A1","A5","A1","A5","A2","A2","A3","A2","A4","A4","A3","A2","A3","A4","A3","A3","A3","A4","A3","A2","A5","A3","A3","A3","A2","A3","A3","A3","A1","A1","A2","A5","A5","A3","A5","A3","A3","A4","A2","A2","A1","A4","A3","A4","A3","A5","A4","A2","A3","A1","A3","A1","A3","A2","A5","A2","A2","A3","A4","A3","A3","A1","A3","A3","A1","A3","A4","A2","","","","","","","","","","","","A1","A1","","","A2","A2","","","A2","","A2","","A1","A2","","","A2","A1","","A10","","A7","","A2","Y","","","","A2","83200","","A1","","1967.05","82.07","","","","","","","","","","","91.7","","","","","","","","","63.77","","159.33","","149.17","","218.27","","","","","","104.79","","128.47","","81.94","","50.07","","211.44","","288.13","","","","","10.71","","","","","","","","","229.8","","","","","","","","","","","97.39","","","","","","","","","","",""
"1537","2023-04-21 08:43:18","15","fr","1063965234","2023-04-21 08:17:22","2023-04-21 08:43:18","A2","","A2","","2004-11-30 00:00:00","180","63","A1","","A2","","","","A2","","A6","","A4","A10","A2","","","","A3","A4","A4","A3","A4","A2","A3","A4","A5","A5","A5","A3","A2","A5","A4","A4","A4","A4","A1","A5","A5","A4","A4","A3","A3","A1","A3","A3","A4","A4","A5","A4","A3","A3","A2","A4","A5","A3","A3","A3","A1","A4","A1","","Y","","","Y","","","","Y","","","A5","A4","A4","A5","A1","A4","A4","A1","A1","A1","A1","A3","A3","A1","A5","A2","A1","A5","A1","A3","A1","A1","A11","A5","A3","A1","A1","A4","A5","A5","A11","A4","A1","A1","A1","A4","A3","A1","A5","A5","A4","A5","A5","A5","A5","A1","A4","A5","A5","A2","A1","A3","A5","A1","A3","A4","A3","A5","A3","A4","A5","A3","A5","A4","A5","A3","A3","A4","A4","A2","A3","A5","A5","A5","A5","A5","A4","A2","A3","A11","A3","A5","A5","A3","A1","A5","A1","A2","A1","A2","A4","A4","A2","A3","A3","A5","A3","A3","A4","A2","A2","A4","A5","A2","A1","A3","A5","A3","A4","A2","A2","A4","A1","A5","A4","A1","A1","A4","","A9","","","","","","","A2","A2","A1","","","A2","","A1","A2","","","A2","","A1","","A2","","A2","A1","","A2","","A1","","A5","N","6","A3","","A1","83100","hansaliadam7@gmail.com","A1","","1826.52","49.48","","","","","","","","","","","53.43","","","","","","","","","27.62","","176.22","","144.77","","101.69","","","","","","108.4","","46.87","","66.09","","34.23","","137.75","","243.31","","","","","29.18","","","","","","","","","527.31","","","","","","","","","","","80.17","","","","","","","","","","",""
"1538","2023-04-21 08:43:31","15","fr","173169910","2023-04-21 08:17:28","2023-04-21 08:43:31","A2","","A2","","2004-12-02 00:00:00","184","76","A1","","A2","","","","A2","","A6","","A4","A4","A4","","","","A4","A4","A3","A3","A4","A3","A5","A5","A2","A4","A3","A2","A4","A4","A2","A4","A4","A3","A4","A2","A4","A2","A3","A4","A3","A1","A2","A2","A2","A4","A4","A3","A2","A2","A2","A3","A3","A5","A3","A2","A1","A5","A3","","","","","Y","","","Y","Y","","","A5","A5","A5","A5","A2","A1","A3","A3","A5","A2","A4","A3","A4","A3","A1","A1","A4","A2","A4","A1","A4","A1","A4","A1","A5","A5","A5","A1","A1","A1","A5","A3","A4","A4","A3","A2","A2","A4","A2","A4","A3","A4","A1","A1","A1","A4","A1","A1","A4","A2","A1","A4","A3","A3","A3","A4","A3","A4","A2","A3","A3","A3","A4","A3","A5","A3","A10","A5","A2","A3","A3","A2","A3","A4","A4","A4","A2","A2","A1","A4","A3","A4","A4","A2","A4","A1","A2","A1","A4","A3","A3","A2","A4","A1","A2","A4","A2","A4","A4","A1","A3","A1","A5","A1","A2","A3","A1","A4","A3","A1","A1","A2","A2","A4","A3","A2","","","","","","","","","","","","A1","A2","","A2","","","A1","","A1","A2","","","A1","A2","","","A1","A1","","A2","","A2","","A2","Y","","","","A2","83","","A2","","1570.01","61.67","","","","","","","","","","","92.13","","","","","","","","","54.12","","184.95","","83.22","","77.31","","","","","","158.17","","61.14","","73.69","","57.8","","191.25","","183.24","","","","","33.58","","","","","","","","","152.7","","","","","","","","","","","105.04","","","","","","","","","","",""
"1539","2023-04-21 08:38:04","15","fr","1903935370","2023-04-21 08:17:32","2023-04-21 08:38:04","A2","","A2","","2002-04-12 00:00:00","181","87","A1","","A2","","","","A2","","A6","","A4","A4","A4","","","","A4","A4","A4","A4","A4","A2","A2","A4","A4","A5","A3","A3","A3","A4","A4","A4","A4","A4","A3","A4","A4","A4","A4","A4","A3","A2","A4","A3","A3","A3","A4","A3","A3","A3","A3","A4","A3","A3","A2","A2","A1","A4","A3","","Y","","Y","Y","Y","Y","Y","","","","A5","A5","A5","A5","A5","A5","A4","A3","A4","A3","A3","A3","A3","A3","A4","A3","A3","A4","A2","A3","A2","A1","A4","A3","A4","A3","A3","A3","A2","A2","A2","A3","A3","A3","A2","A3","A3","A2","A4","A4","A2","A3","A2","A2","A3","A3","A2","A2","A3","A2","A4","A4","A2","A4","A10","A3","A2","A4","A3","A3","A3","A4","A4","A4","A4","A2","A3","A3","A3","A3","A3","A3","A3","A4","A4","A4","A3","A2","A2","A3","A3","A3","A5","A5","A3","A2","A2","A3","A2","A3","A2","A2","A4","A2","A2","A5","A2","A2","A3","A1","A2","A3","A5","A2","A2","A3","A2","A4","A3","A2","A2","A2","A4","A3","A3","A2","","","","","","","","","","","","A2","A2","","","A2","","A1","","A2","","A2","","A2","A2","","","A2","A2","","A7","","A5","","A3","Y","","","","A2","83000","","A2","","1239.17","67.06","","","","","","","","","","","56.66","","","","","","","","","51.34","","102.86","","68.99","","93.61","","","","","","107.64","","46.71","","71.8","","69.32","","101.17","","190.29","","","","","9.26","","","","","","","","","142.04","","","","","","","","","","","60.42","","","","","","","","","","",""
"1540","2023-04-21 08:43:06","15","fr","1801331008","2023-04-21 08:17:34","2023-04-21 08:43:06","A1","","A1","","2003-05-13 00:00:00","153","52","A1","","A2","","","","A2","","A6","","A4","A4","A1","A5","A1","A8","","","A2","A3","A4","A5","A5","A5","A4","A3","A5","A4","A5","A5","A1","A4","A4","A2","A5","A4","A3","A4","A4","A3","A2","A2","A1","A4","A1","A3","A5","A3","A1","A2","A1","A5","A3","A4","A3","A4","A1","A4","A5","Y","Y","Y","Y","Y","","","Y","Y","","","A5","A4","A5","A5","A4","A4","A4","A5","A4","A2","A3","A1","A3","A1","A5","A1","A1","A5","A1","A5","A1","A3","A4","A5","A2","A1","A2","A4","A5","A5","A2","A5","A1","A1","A1","A4","A1","A1","A5","A5","A2","A5","A5","A5","A4","A1","A3","A2","A1","A5","A4","A5","A1","A5","A3","A1","A2","A1","A1","A1","A1","A1","A4","A3","A1","A4","A1","A2","A4","A4","A2","A2","A4","A2","A3","A4","A2","A2","A1","A2","A2","A2","A2","A4","A1","A3","A3","A1","A5","A1","A2","A2","A2","A1","A3","A3","A4","A1","A3","A1","A4","A2","A5","A2","A4","A4","A5","A2","A2","A3","A3","A2","A1","A2","A4","A1","A2","A5","","A8","A3","","A6","","","","A2","","A1","","A2","","","A1","A1","","A1","","","A1","","A2","","A2","A2","","A5","","A1","","A3","Y","","","","A1","83210","","A2","","1540.11","50.06","","","","","","","","","","","92.78","","","","","","","","","52.32","","118.4","","113.69","","110.95","","","","","","123.69","","64.3","","88.71","","45.83","","147.62","","238.01","","","","","50.54","","","","","","","","","167.64","","","","","","","","","","","75.57","","","","","","","","","","",""
"1541","2023-04-21 08:40:04","15","fr","1718711059","2023-04-21 08:17:37","2023-04-21 08:40:04","A1","","A1","","2004-04-07 00:00:00","175","65","A1","","A2","","","","A2","","A6","","A4","A4","A2","A4","A1","A5","","","A3","A2","A4","A4","A4","A5","A4","A4","A3","A5","A3","A3","A1","A1","A4","A5","A3","A4","A3","A4","A2","A3","A4","A2","A4","A2","A2","A4","A5","A4","A2","A3","A1","A3","A4","A3","A2","A3","A1","A4","A4","","Y","","","Y","","","Y","Y","","","A5","A5","A5","A4","A1","A1","A4","A5","A1","A1","A1","A3","A3","A2","A4","A3","A2","A5","A2","A1","A1","A2","A3","A1","A1","A2","A3","A1","A1","A1","A3","A2","A3","A1","A1","A5","A2","A1","A4","A5","A3","A4","A3","A2","A1","A3","A1","A1","A3","A4","A1","A5","A2","A5","A3","A4","A1","A4","A3","A2","A3","A2","A4","A3","A5","A5","A5","A5","A3","A3","A4","A1","A5","A3","A3","A3","A1","A1","A1","A3","A2","A1","A5","A2","A1","A4","A3","A1","A5","A1","A5","A4","A1","A3","A3","A5","A5","A3","A5","A1","A4","A1","A5","A2","A3","A4","A1","A3","A5","A2","A3","A5","A1","A2","A3","A2","","","","","","","","","","","","A1","A2","","","A1","","A1","","A2","A2","","","A1","A2","","","A1","A1","","A2","","A3","","A3","Y","","","","A3","83400","","A2","","1352.84","66.25","","","","","","","","","","","67.04","","","","","","","","","34.86","","117.23","","119.3","","85.81","","","","","","89.61","","70.19","","107.18","","33.1","","122.35","","176.43","","","","","9.87","","","","","","","","","181.44","","","","","","","","","","","72.18","","","","","","","","","","",""
"1542","2023-04-21 08:49:02","15","fr","1950484605","2023-04-21 08:17:40","2023-04-21 08:49:02","A2","","A2","","2004-10-30 00:00:00","170","57","A1","","A2","","","","A2","","A6","","A1","A4","A4","","","","A3","A10","A4","A2","A4","A2","A3","A4","A2","A2","A1","A2","A3","A4","A1","A1","A4","A3","A3","A3","A2","A2","A2","A3","A2","A1","A4","A3","A3","A4","A3","A2","A2","A1","A2","A2","A1","A4","A1","A1","A1","A3","A3","","Y","","","Y","","","","","","","A5","A3","A1","A4","A1","A1","A3","A2","A1","A1","A1","A1","A1","A1","A5","A3","A1","A5","A2","A5","A2","A4","A1","A4","A2","A2","A4","A3","A3","A2","A5","A4","A1","A3","A1","A3","A3","A2","A3","A4","A4","A4","A1","A1","A1","A5","A1","A3","A3","A4","A1","A5","A3","A3","A2","A1","A1","A2","A2","A2","A1","A1","A1","A1","A3","A5","A3","A4","A1","A1","A4","A1","A1","A1","A1","A2","A1","A1","A1","A2","A3","A4","A3","A1","A2","A1","A2","A1","A5","A2","A2","A1","A1","A1","A1","A5","A1","A1","A4","A1","A3","A1","A5","A1","A1","A4","A2","A4","A3","A3","A2","A2","A2","A4","A4","A2","","","","","","","","","","","","A2","A2","A2","A1","","","A2","","A1","A2","","","A1","A1","","","A1","A1","A2","A7","","A7","","A2","Y","","","","A1","83330","baptistecomonpessus@icloud.com","A1","","1889.26","66.37","","","","","","","","","","","182.41","","","","","","","","","51.99","","139.75","","124.46","","126.39","","","","","","263.2","","74.08","","77.95","","35.17","","164.51","","265.96","","","","","10.37","","","","","","","","","220.69","","","","","","","","","","","85.96","","","","","","","","","","",""
"1543","","4","fr","1938990992","2023-04-21 08:17:43","2023-04-21 08:26:52","A2","","A2","","2004-12-06 00:00:00","180","62","A1","","A2","","","","A2","","A6","","A3","A3","A3","","","","A3","A3","A10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","A3","A3","A5","A3","A3","A1","A2","A5","A3","A1","A3","A2","A3","A2","A2","A2","A1","A1","A3","A3","A4","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","552.64","157.64","","","","","","","","","","","111.71","","","","","","","","","57.84","","","","","","","","","","","","225.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1544","2023-04-21 08:40:51","15","fr","994068843","2023-04-21 08:17:44","2023-04-21 08:40:51","A2","","A2","","2004-11-13 00:00:00","185","71","A1","","A2","","","","A2","","A6","","A4","A10","A2","","","","A1","A4","A4","A4","A4","A3","A5","A4","A1","A5","A5","A2","A1","A1","A4","A4","A3","A4","A3","A4","A4","A3","A5","A3","A4","A5","A4","A4","A2","A1","A4","A4","A1","A5","A2","A4","A4","A4","A1","A1","A1","A5","A2","","Y","","","Y","","","","Y","","","A4","A4","A1","A4","A1","A1","A5","A3","A1","A1","A1","A3","A4","A3","A4","A3","A3","A4","A5","A5","A5","A4","A4","A2","A4","A3","A3","A1","A1","A1","A4","A1","A3","A3","A3","A5","A4","A5","A1","A1","A3","A5","A1","A1","A1","A5","A1","A1","A1","A5","A1","A5","A3","A1","A1","A1","A4","A5","A3","A1","A3","A1","A4","A1","A5","A5","A4","A4","A1","A1","A4","A1","A5","A4","A5","A1","A4","A1","A1","A3","A3","A1","A3","A5","A5","A2","A4","A1","A5","A5","A2","A2","A4","A5","A5","A1","A5","A5","A5","A2","A4","A4","A5","A1","A1","A4","A1","A4","A5","A1","A1","A2","A4","A3","A4","A2","","","","","","","","","","","A2","A2","A1","","A1","","","A1","","A2","A1","","","A1","A1","","","A1","A1","","A2","","A2","","A1","Y","","","","A1","83130","","A2","","1393.6","75.74","","","","","","","","","","","90.51","","","","","","","","","28.74","","115.06","","77.74","","100.89","","","","","","106.9","","31.17","","56.28","","33.12","","152.2","","246.28","","","","","10.29","","","","","","","","","171.12","","","","","","","","","","","97.56","","","","","","","","","","",""
"1545","2023-04-21 08:56:31","15","fr","1361981411","2023-04-21 08:17:44","2023-04-21 08:56:31","A2","","A2","","2004-07-18 00:00:00","180","72","A1","","A2","","","","A2","","A6","","A10","A3","A3","","","","A2","A10","A2","A5","A5","A1","A1","A4","A3","A4","A4","A2","A2","A4","A4","A4","A4","A4","A1","A4","A4","A4","A4","A4","A4","A2","A4","A2","A3","A4","A4","A5","A1","A2","A1","A5","A4","A4","A3","A4","A1","A3","A2","","Y","","","Y","","","Y","","","","A5","A4","A5","A4","A1","A1","A3","A1","A4","A1","A2","A3","A4","A4","A2","A3","A3","A1","A4","A5","A4","A1","A4","A1","A3","A4","A4","A1","A1","A1","A3","A4","A4","A3","A2","A3","A4","A3","A4","A4","A2","A4","A1","A1","A1","A4","A1","A1","A3","A4","A1","A5","A2","A1","A4","A3","A4","A5","A3","A4","A3","A4","A4","A4","A3","A2","A2","A2","A3","A2","A4","A2","A3","A3","A3","A4","A4","A3","A3","A4","A4","A5","A4","A5","A2","A3","A2","A1","A2","A2","A3","A3","A2","A2","A3","A4","A4","A1","A4","A1","A1","A1","A4","A1","A3","A2","A1","A4","A4","A3","A1","A1","A2","A4","A2","A2","","","","","","","","","","","","A1","A1","","","A1","","A1","","A1","A1","","","A1","A1","","","A1","A1","","A5","","A5","","A3","Y","","","","A1","83640","","A2","","2336.28","97","","","","","","","","","","","120.83","","","","","","","","","61.85","","161.56","","162.36","","205.73","","","","","","375.97","","71.08","","117.7","","56.54","","207.92","","362.52","","","","","14.95","","","","","","","","","214.29","","","","","","","","","","","105.98","","","","","","","","","","",""
"1546","2023-04-21 08:40:53","15","fr","1371962659","2023-04-21 08:17:48","2023-04-21 08:40:53","A2","","A2","","2004-04-23 00:00:00","170","57","A1","","A2","","","","A2","","A6","","A4","A4","A10","","","","A4","A3","A4","A3","A5","A3","A1","A2","A4","A5","A4","A2","A3","A5","A1","A2","A4","A1","A4","A2","A5","A3","A1","A3","A4","A5","A1","A3","A4","A5","A2","A4","A4","A5","A3","A3","A2","A2","A1","A1","A1","A5","A1","","Y","","","Y","","","Y","","","","A5","A5","A4","A4","A1","A1","A3","A2","A1","A1","A1","A2","A5","A3","A2","A4","A3","A3","A4","A1","A5","A1","A3","A1","A5","A5","A3","A1","A1","A1","A1","A3","A4","A5","A1","A3","A4","A5","A4","A5","A3","A4","A1","A1","A2","A1","A3","A1","A4","A5","A1","A4","A2","A10","A3","A1","A4","A1","A2","A1","A5","A3","A4","A2","A1","A3","A2","A4","A5","A3","A1","A2","A5","A3","A2","A5","A3","A2","A1","A3","A2","A3","A4","A2","A3","A4","A3","A1","A5","A2","A3","A1","A2","A4","A3","A3","A1","A1","A3","A1","A1","A2","A5","A1","A3","A4","A3","A2","A2","A1","A1","A3","A1","A2","A2","A2","","","","","","","","","","","","","A1","","","A1","","A1","","A1","A1","","","A2","","","","","A1","","A10","","A5","","A2","Y","","","","A1","","","A2","","1392.67","96.32","","","","","","","","","","","75.35","","","","","","","","","52.36","","71.56","","90.33","","123.96","","","","","","93.58","","50.64","","79.81","","30.35","","55.46","","246.03","","","","","53.13","","","","","","","","","141.97","","","","","","","","","","","131.82","","","","","","","","","","",""
"1547","2023-04-21 08:49:42","15","fr","243855362","2023-04-21 08:18:04","2023-04-21 08:49:42","A2","","A2","","2004-08-11 00:00:00","170","53","A1","","A2","","","","A2","","A6","","A1","A3","A3","","","","A2","A2","A3","A10","A3","A3","A4","A2","A4","A3","A2","A2","A4","A3","A5","A2","A3","A2","A4","A2","A3","A2","A2","A2","A2","A4","A3","A3","A1","A3","A3","A3","A1","A2","A2","A4","A2","A5","A2","A2","A1","A3","A1","","Y","","","Y","","","Y","","","","A4","A3","A2","A4","A3","A3","A3","A3","A1","A1","A3","A3","A3","A3","A1","A3","A3","A2","A4","A3","A5","A1","A3","A2","A3","A4","A2","A1","A1","A1","A2","A2","A4","A3","A3","A5","A4","A3","A3","A3","A3","A3","A4","A3","A3","A3","A2","A3","A3","A4","A1","A2","A3","A3","A3","A3","A4","A3","A3","A2","A3","A3","A4","A3","A3","A3","A2","A3","A3","A2","A2","A2","A2","A3","A4","A3","A3","A3","A3","A4","A4","A3","A2","A3","A2","A2","A3","A2","A3","A3","A2","A2","A3","A3","A3","A2","A3","A3","A3","A4","A2","A3","A4","A2","A2","A3","A1","A3","A2","A3","A2","A3","A1","A3","A3","A2","","","","","","","","","","","","A2","A2","","","A2","","A2","","A1","","A2","","A2","A2","","","A2","A2","","A5","","A2","","A3","Y","","","","A1","83400","","A2","","1907.54","136.2","","","","","","","","","","","93.02","","","","","","","","","31.91","","290.78","","142.67","","138.72","","","","","","138.93","","67.98","","135.8","","43.89","","142.47","","247.76","","","","","13.9","","","","","","","","","200.4","","","","","","","","","","","83.11","","","","","","","","","","",""
"1548","2023-04-21 08:57:32","15","fr","434655401","2023-04-21 08:18:26","2023-04-21 08:57:32","A2","","A2","","2004-10-29 00:00:00","160","58","A1","","A2","","","","A2","","A6","","A4","A10","A3","","","","A3","A4","A4","A5","A4","A2","A5","A4","A4","A5","A4","A2","A3","A4","A2","A3","A4","A3","A4","A4","A4","A4","A4","A4","A4","A2","A4","A2","A3","A4","A4","A4","A2","A3","A2","A4","A4","A4","A1","A4","A1","A2","A2","","Y","","Y","Y","","","Y","","","","A4","A2","A2","A4","A1","A1","A4","A3","A2","A1","A2","A4","A3","A4","A1","A1","A4","A1","A5","A3","A5","A1","A4","A1","A5","A5","A5","A1","A1","A1","A5","A1","A5","A5","A2","A3","A3","A4","A2","A4","A4","A10","A1","A1","A1","A1","A1","A1","A3","A2","A1","A4","A4","A1","A2","A4","A10","A4","A2","A1","A3","A2","A4","A2","A4","A5","A5","A5","A3","A2","A4","A2","A2","A4","A4","A4","A2","A2","A2","A5","A10","A4","A3","A1","A5","A4","A2","A4","A3","A2","A3","A1","A2","A3","A3","A3","A3","A4","A5","A1","A1","A1","A5","A1","A3","A4","A2","A4","A2","A2","A1","A3","A1","A3","A3","A1","A1","A4","","A3","","","","","","","A2","A1","A1","A2","A2","A1","","","","","","","","","","","","","","","A5","","A4","","A3","Y","","","","A1","83200","","A2","","2352.51","71.43","","","","","","","","","","","76.77","","","","","","","","","55.25","","198.66","","181.15","","179.1","","","","","","181.3","","119.48","","82.41","","57.08","","309.53","","314.18","","","","","46.82","","","","","","","","","382.58","","","","","","","","","","","96.77","","","","","","","","","","",""
